Card   1: 99 71 95 70 36 79 78 84 31 10 |  5 45 54 83  3 38 89 35 80 49 76 15 63 20 21 94 65 55 44  4 75 56 85 92 90
Card   2: 73 44 51 27 89  2 81 32 42 93 | 93 81 29 48 51  1 36 92 23 80 44 85 73 13 89 33 96  2 12 32 50 77 27 42 61
Card   3: 15 80 72 53 26 29 57 81 95 21 | 81 27 26 50 80 74 96 95 65 25 12 44  8 56 99 72 29 23 14 15 47 53 73 21 57
Card   4: 61 39 42 50 51 19 83  8  6 59 | 39 51 50 34  4  6 96 25 79 19  8 29 61 42 37 38 90 83 15 59 10 71  7 94 48
Card   5: 83 63 23 45 72 51 70  4 28 47 | 31 73 38 63 83 23 59 86 47 40 28 33 69 85 34 45 50 72 51 70  9 79 82  4 37
Card   6:  7 85 75 80 88 92 63 22 72 42 | 63 40 54 22 92 29 75 89 72 85 33 88 18 30  7 42 99  1 12 41 94 76 35 80 14
Card   7: 64 72 66  7 15 80 99 12 49 29 |  4 42 85 99 74 66 40 44 80 48 71 72 73 35 86 43  7 49  5 15 78 26 64 29 12
Card   8: 46 39 26 90 37 74 56 19 68 38 | 45 83 90 39 93 56 22 27 69 46 30  4 81 65 37  9  6 26 77 24 92 73 88 19 42
Card   9: 92 80 16 53 68 79 52 67 46 99 | 99 94 52 90  5 41 46 79 12 73 35 20 77 16 80 60 65 92 43 82 23 67 68  7 53
Card  10: 73 68 54 50  3 41 26 69 86 20 | 41 93 36 94 72 50  3 17 91 66 73 67  7 35 48 42 54 52 20 74  2 11 86 75 68
Card  11: 13  7  2 74 99 21 19 57 98 53 | 70 36 10 69 53 57 80 48 19 45 83  7 98 54 13 21 31 99 74  3 44 23  2 85 29
Card  12: 71 12 22 93  7 74 25 82 36 58 | 68 97 52  1 96 54  9 13 77  4 44 56 47 65 38 58 98 11 89 85 25 70 26 35 45
Card  13: 32 35 30 83 70 11 81 84 41 85 |  1 30 52 84 32 41 85 83 98 97 58 91 57 21  6 23 28 93 96 35 81 33 46 11 70
Card  14:  1 89 42  5 51  2 41 46 10 48 | 91 80  3 47  5 48 92 33 36 60 40 55  7 90 93 66 68 38 64 72  4 73 97 42 83
Card  15: 30  2 70 48 46 52 33 94 22 35 | 20 22 23 16 46 30 51 60  4 41 48 52 35 13 72 37 40 42 17 70 85 94  2 26 33
Card  16: 27  7 54 33 62 42 86 29 60 31 | 95 19 61 52 25 76  3 22 62 60 90 32 88 70 87 14 71 73 77 16 85 82 89 74 27
Card  17: 44 66 75 77 53 63 41 20 39 43 | 97 90 25 20 27 52 74 58 67 73 84 40 69 55 29 32 35 51 86 15 56 43 13 48  1
Card  18: 65 55 81 16 17 66  9 50 79 24 | 81 94 88 92 76 64 74 98 17 41 46 49 99 96  5 65 66 78 97 16 93 69 79 84  9
Card  19: 34 48 51  4 33 64 10 76 96 83 | 90 21 32 61 85 45 91 58 67 86 93 41 54 15 94 39  3 70 97 99 31 75 40 19 43
Card  20: 94 45 12 48 65 29 63 74 18 51 | 53 38 79 57 80 45  2 18 47 77 16 71 95 76 91  1 29 23 33 88 74 39 44 42 68
Card  21: 20  8 57 48 95 92 69 16 27 79 | 33  2 89 48 51 28 84 64 54  9 59 80 87 34 17 24 45 71 29 20 66 94 96  4 21
Card  22: 46 90 22 95 52 73  6 98 94 80 | 38 89 23 13 21 85 81 17 26 48 67 93  2  9 62 18 97  7 76 33 40 57 37 61 92
Card  23: 37 83 50 69 31 59 98 48 12 82 |  6 81 53 87 67 39 41 29 51 47 70 38 73 72  8 23 25 63 37 98 30 14 45 54 77
Card  24: 17 46 21 79 87 32 78 70 19 69 |  1 55  6 47 50 37 94 74 99 42 40 70 52 68 64 88 10 22 66  4  3 81 24 38 84
Card  25: 28 35 32 81 51 46 58  4 74 88 | 21 54 22  6 92 95  3 37  5 47 17 76 33 34 13 16 79 75 50 23 40 41 20 78 29
Card  26: 51 44 56 78 57 88 18 36 68 39 | 31 27 87 40 13 29 22 38 43 37 69 32 75 91 26 82 64 20 55 15 88 19 79  8 16
Card  27: 16 76 77 44 37 98 85 54 25 27 | 92 54 68 77 10  8 25  5 73 36 20 44 96 91 16 85 76 60 27 29  2 31 71 37 98
Card  28: 90 78 37 68 12 32 99 86 35 36 | 60 77  9 12 91 20 58 42 85 94 17 63  4 73 30 82 90 53 37 26 31 51 84  1 18
Card  29:  1 54 43  4 42 71 80 19 46 98 | 23 31 29 94  4  9 64 27 60 54 98 52 45 68 19 42  1 91 67 88 17 80 43 46 71
Card  30:  6 36 13 39 31 88 27  2 59 51 | 64 32 66 59  2 25 36 22 46  6 31 37 85 13 78 45 51 24 27 21 88 28 92 39  5
Card  31: 92 62 69 20 34 89 49 27 29 17 | 56 21  2 29 39 17 48  9 92 44 42 20 57 68  7 84 86 47 26 98 49 96 74 13 32
Card  32: 21 24 37 65 36 69 29 47 63 61 | 17  4 71 34 28 75 77 60 95  6 43 89  1 42 41 53 54 13 64 52 84 92 32  3 18
Card  33: 91 64 15 16 54  2 85 82 24 27 | 82 20 67 16 85 24 68 43 27  2 91 31 40 18 15 99 87 19  8 94 84 49 64 34 54
Card  34: 76 99 93 72 60 21 67 20 82 65 | 72 76 98 20 53 60 37 64 99 14 29  2 84 92 94 67 82 75 21 93 26 80 65 41 51
Card  35: 60 74 84 32 64 25 34 87 31 42 | 29 86 45 69 37 71 32 80 25 64 42 13 31 24 55 58 73 87 20  8 60 74 67 34 84
Card  36: 84 26 18 77 72 22 32 17 67 45 | 14 28 84 33 25 77 32 86 55 70 17 23 41 69 53 26 95  1 98 47 73 72 12 76 18
Card  37: 57 75 65 98 48 37 46 38  2 94 | 18 79 37 10  3  2 62 95 20 94 26 44 38 71 65 51 84 74 98 29 15 64 75 57 59
Card  38:  3 93 29 48 20 74 42 75 23 30 | 17 23 46 95 29 91  3  4 63 30 57 48 81 97 47 74 37 75  8 93 43 64 20 68 42
Card  39: 13 20 83 35 91 51 74  7  8 39 | 67 35 27 36 20 54 64 91 74 60 93 32 83 47 39 42  8 48 76 10 90 62  7  3 13
Card  40: 54 72 41 61 65 77  3 75 91 80 | 21 45 58 54 62 84 13 71 12 61 75 92 41 43 57 80 59 76 47 40 42 10 23 36 56
Card  41: 23 67 15 48  7  8 35 68 21 64 | 46 55 59  5 65 96 73 52 39 78  7 35 21 92 41 64 95 23 48 31 50 69 10 99 30
Card  42:  5 39 68 26 63 40 14 48 65 23 |  6 22 48 63 93 65 37 68 27 99  3 15 11 33 97 46 26 59 34 53 70 76 72 62 23
Card  43: 29 55 31 81 65 53 70 57 77  6 | 20  4 12 54 37 21 73 71  1 14  8  3 43 97 61 99 27  9 98 18 64 96 24 13 89
Card  44: 83 55 94 72 40 35 41 58  7 45 | 10 18 75 45 93 27 42 87  1 59 54 50 28  3 40 84 85 73 74 49 17 48  6 88 64
Card  45: 13 53 30 61 77 90 98 55 58 41 | 39 37 61 18 96 59 51 12 60 17 63 36 33  2 98 19 90 88 79 16 72 56 11 76 89
Card  46: 86 58 95 57 88 43 87 60 51 89 | 55 87 34 78 37 73 24 71  4 19  1 13 82 91 21 46 68 67 36 22 41 26 64 80 23
Card  47: 88 71 37 47  5 76 78 95 79 28 | 12 29 10 20 65  6 56 63 97 38 94 96  3  7 51 39 70 86 46 68 17 58 64 89 24
Card  48: 82 77 16 24 42  3  8 68 64 48 | 50 99 88 22 89 78 85 53 19 66 60 64 31 52 75 69 27  4 47 32 41 55 21 96 80
Card  49: 20 55 73  3 41 87 35 97 29 60 | 94 63 56 46 85 25 96 83 89 45 18  8 74 81 27 51 95 44 34 99 22 77 38 69  5
Card  50: 42 84 27 79 14 59 91 94 87 30 | 46 90 99 45 79 68 13 41 39 84 76 87 26 33 91 37 59 42 14 65 32 30 27 94  9
Card  51: 52  1 20  6 70 54 66 29 88 31 | 87  1 81 76 52 11 88 31 91 72 70 42  2 86 66  6 27 78 54 47 29 46 99 20 69
Card  52: 67 73 66  1 54 15 33 50 30 27 | 77 30 27 94  1 60 54 91  5 33 58 67 84  7 78 24 50 15 73 75 71 93 66  2 42
Card  53: 77 72 59 45 61 35 63 56 23 96 | 35 99  8 77 46 72 97 12 28 10 87 30 43 59 56 96  1 63 31 23 70 32 61 45 62
Card  54: 99 90 44 72 42 78 94 37 33 22 | 99 69 42  9 44 84 81 94 14  5 13 95 34 26 22 33 66 55 90 78 10 98 63 72 37
Card  55: 35 21 13  8 85 29 20 25 27 64 | 11 30 69 50 36 43 22 85 82  9  8 25 32 20 13  7 49 61 57 93 29 35 27 64 21
Card  56: 57 36 51 13 35  9 16  1 63 95 | 35 21 36 65 85 13 18  1  9 29 63 70 51 16 69 43 86 57 53 52 66 84 41 23 95
Card  57: 19 85 67  8 54 56 11 40 97 39 | 81 54 29 36 57 13 80 31 40 27 97 47 33 78  1 86 63 76  6 22 96 62 98 95 71
Card  58: 35 62 19 46 95 73 99 63 44 78 | 87 95 77 73 72 18 60 69 78 54 38 39 43  8 48 88 41 71 61 36 89 83 99 52 62
Card  59: 97 20 41 25 22 26 93 33 85 63 | 26 51 80 42 66 63 10 24 81 22  5 31 30 58 27 19 46 16 33 61 54 50 85 39 25
Card  60: 65 50 27 43 20 75 45 25  5 56 | 45  9 91 55 98 62 43 74 75 20 27 42 52 22 29 93 56 65 50  8 14  3 36 25  5
Card  61: 52 66 67 33 27 93  7 96 77 73 | 53 27 69 66 52 47 62 18 92  6 85 33 94 75 19 67 91 73  7 50 93 77 81 96 65
Card  62: 47 12 70 85 81 23 83 42 39 25 | 88 39 12 40 38  5 21 41 80 81 49 62 46 94 14 82 51 19 47 93 23 74 48 42 34
Card  63: 85 53 50 20 89 13 84 40 26 88 | 67 23 49 44  4 31 91 94 81 92 52 97 53 24 40 26 87  3 15 89 30 20 46 57 28
Card  64: 68 21 67 80 58 11 20 98 94 64 |  4 76 27 75 23 94 93 37 17 66 12 10  9  2 33 52 41 81 15 18 99 60  5 42 59
Card  65: 85 11 79 22 95 13 64 46 52 66 | 48 65 55 63 85 35 26 39 19 37  8 53 30 98 95 22 69 47 54 66 99 79 25 46 91
Card  66: 70 50 51 60 92 24 95 43 61 96 | 51 48 24 52 33 46 28 79 61 81 70 84 30 92 23 96 11 95 34 10 53 26 75 86 64
Card  67: 24 49 73 72 51 35 27 57 16 55 | 35 49 95 25 74 89 11 51 78  6 28 60 86 13 14 23 15 48 37 52 16 61 20  5 45
Card  68: 16 54 52 48  1 70 86 50 15  9 | 59 85 50  1  8 29 37 67 70 72  2 47 30 48 15 62 27 75 88 84 55 66 51 73 80
Card  69:  4 34 79 38  5 94 96 89 33 92 | 77 45 98 86 88 68 22 21 76 35 69 84 58 46 95 38 73 87  9 94 15 85 61 29 11
Card  70: 96 19 50 33 80 84 75 25 93 74 |  3 81 39 52 32 54  4 47  8 12 77  6 24 78 57 71 99 98 17 60 86 87 14  2 95
Card  71: 44 13 33 51 90 18 41  3 38 46 | 84 99 74 81 60 89 92 93 20 57 91 97 38 85 33 44 32 16 78 47 31 26 65 36 10
Card  72: 40  1 12 22 50 38 43 21 27  7 | 47 99 24 73 62 57 38 67 13 33 10 68 12 82 89 61 88 51 15 54 28 92 77 65 76
Card  73: 46 13  4 77 88 43 27 20 16 23 | 59 45 96 62 50 56 93 75 43 97 14 99 52  9 25 91 92 34  1 81 49 84 33 35 38
Card  74: 62  3 52  1 69 72 73 79 64 28 | 99 94 23 59 58 65 90 76 96 95  9 93 50 56 38 61 80 84 31 46 41 82 54 85 43
Card  75: 99 21 75 69 43 59 61 93 22 76 | 39 66 34 76 74 49 96 68 99 84 59 21 61 87 69 73 43 22 18 93 88 83 75 13 58
Card  76: 97 60 56  9 71 42 82 51 68 29 | 33 71 56 66 74 73  9 77 21 57 47 61 92 68 60 17 32 22 29 82 55  1 37 65 95
Card  77: 74 99 79 82 22 62 81 23 20 48 | 97 58 75 28 48  5 83 99 15 23 62 26 81 74 82 29 43 70 96 73 22 25 79 20 11
Card  78: 87 27 89 26 18 44  5 29 80 71 | 97 88 48 23 36 26 61 74 94 72 79 95 78 96  7 30 28 57 91 86 47 65  3 34 31
Card  79: 73 14 36  3 13 30 56 71 80 26 | 42 89 57 98 34 26 31 94 73 71  3 35 36 13 24 68 14  2 85 43 91 30 79 56 80
Card  80: 31 66 25 43 22 28 34 93 84 71 | 88 11 33 17 27 22 12 18 92 49 82 26  3 20 24 31 93 46 67 89 85 76 98 60 81
Card  81: 19 53 29 87 83 73  3 23 77 46 |  1 64 17 84 60 61 36 42 80 18 39 14 81 88 11 56 73 93 44 24 51 28 32 16 35
Card  82: 88 56 52 30 81 58 16 29 33  7 | 68 52 46 19 88 29 50 64 16 48 56 59 81  7 74 30 15 94 42 32 65  4 14 33 58
Card  83: 35 68 10 89 13 54 73 99 57 37 |  5 43 98 72 18 97 37 96 44 45 49 46 74 91 57 89 34 80 84 39 21 90 54 50  2
Card  84: 55 20 37 59 73  3 54 27  9 46 | 38 31 12 48 43 95 65  8 24 68 85 92 83 96 57 30 40 89 44 84 94 93 87  6 26
Card  85: 24 89 68 66 53 13 32 21 35 37 | 63 21  9 13 65 32 68  3 24 35 80 18  8 66 40  1 95 37 89 71 41 60 91 79 67
Card  86: 14 26 59 87 89  2 43  6 58 82 | 50 82 26 32 66 98 13 77 81 59 52 24 58  6 89 95  8 47  3 83 87 73 43  2 14
Card  87: 28 64 26 16 98 50  9 90 22 14 | 22 90 80  9 69 42 78 16 14  3 85 89  2 88 59 53 28 65 38 98 97 54 92 51 40
Card  88: 74 15 77 76 57 41 89 48 69 99 | 54 15  9 38 22 21 65 59 79 25 57 75 70 85 93 81 41 29 92 77 46 72 31 90 86
Card  89: 16 13 22 17 65 72 12 33 96  6 |  2 25 67  5  1 98  9 50 56 11 92 99 66  7 89 70 49 77 59 87 60 76 96 85 37
Card  90: 60 26  2 36 25 79  6 57 68 94 | 68 39  3 22  1 59 87 20 93 21 80 36 83 10 44 50 28 26 41 25 34 90  6 15 64
Card  91: 59 70 54 71 61 73 87 34 33 76 | 24 48 27 47 35 96 56 69 73 59 54 76 98 68 71 61 17 41 46 31 14 19 45 75 78
Card  92: 17  7  4 96 81 55 64 13 73 95 |  3 13 95 40 29 94 58 73 17 67 77  2 42 83 59 11 49 78 47 60 98 64 26 10  5
Card  93: 41 96  8 12 10 94 68 64 37 77 | 45 88 24 74 19 56 34 70 69 10 41 26  6  1 66 80  5 90 73 28 48 75 67 22 87
Card  94: 12 61 83 85 74 14 89 95 93 25 |  6 44 62 84 17 94 23 72 16 39 30 76 83 87  8 98  1 21 78 63 13  3 57 35 52
Card  95: 60 26 74 15  7 51 57 68 33 39 | 91 60  6 30 96 74  8 37 84 73 23 58 65 32 77 34 25 24 47 61 62  2 87 56 35
